116.476326,39.9072465,2.85310888889,214.230204455
116.476296833,39.9072286667,3.51262666667,231.442307839
116.476255667,39.9072156667,4.21072777778,247.624269861
116.476202,39.9072078333,5.08013888889,259.226429245
116.476134167,39.9072026667,6.12703333333,264.3294677
116.476052333,39.9071975,7.30459666667,265.294786356
116.475958333,39.9071926667,8.21156222222,266.165173992
116.475862167,39.9071881667,8.32422555556,266.509194785
116.4757645,39.9071815,8.44306222222,264.914933782
116.475647667,39.9071795,9.95192777778,268.721626679
116.475526833,39.9071735,10.3567955556,266.296317939
116.475406167,39.9071671667,10.3958933333,266.085794914
116.475285167,39.9071603333,10.4164711111,265.789442497
116.475165667,39.9071531667,10.2863166667,265.529643286
116.475049,39.9071468333,9.93186444444,265.952030972
116.474936333,39.9071415,9.56249333333,266.468757832
116.474828833,39.9071383333,9.08611777778,267.800860642
116.474728667,39.9071358333,8.48216,268.13647544
116.4746355,39.9071335,7.85659555556,268.130032615
116.4745505,39.9071308333,7.16106666667,267.658027705
116.474475,39.907129,6.29628555556,268.186896327
116.474411833,39.9071266667,5.26894,267.243047945
116.474358667,39.9071245,4.42885222222,266.958967356
116.474316167,39.9071231667,3.40973777778,267.658014347
116.474281333,39.9071231667,2.86597,270.000011178
116.4742505,39.9071231667,2.56296222222,270.000009885
116.474224333,39.907123,2.18175888889,269.524268813
116.474203833,39.907124,1.70075333333,273.638659777
116.474187667,39.9071241667,1.32881,270.769987973
116.4741745,39.9071236667,1.04380777778,267.16588131
116.474165167,39.9071228333,0.779897777778,263.360875148
116.474158667,39.9071218333,0.578235555556,258.659256975
116.474154667,39.9071206667,0.346735555556,249.181840906
116.474153833,39.9071191667,0.0452711111111,203.081694568
116.4741545,39.9071166667,0.187257777778,168.439282356
116.474153167,39.9071166667,0.149188888889,270.000000356
116.4741535,39.9071163333,0.0252077777778,142.50871056
116.474153,39.9071161667,0.06945,246.512873944
116.474152333,39.9071153333,0.0200633333333,211.536124692
116.474152,39.9071148333,0.0149188888889,207.084763318
116.4741515,39.9071143333,0.0221211111111,217.491289896
116.474150167,39.9071155,0.114721111111,318.759955319
116.474148833,39.907116,0.0216066666667,296.052315967
116.474147833,39.9071168333,0.0282944444444,317.370353162
116.4741475,39.9071151667,0.0174911111111,188.722145973
116.4741475,39.907114,0.0236644444444,180
116.474147167,39.9071135,0.0591611111111,207.084763918
116.4741445,39.9071128333,0.289117777778,251.94875055
116.474139833,39.907112,0.392006666667,256.895393303
116.474137167,39.9071115,0.199604444444,256.264423137
116.4741365,39.9071108333,0.01852,217.491291661
116.474135833,39.9071103333,0.0349822222222,225.645242524
116.474136,39.9071103333,0.0164622222222,90
116.474135667,39.9071101667,0.0149188888889,236.902976621
116.474135167,39.90711,0.0123466666667,246.512875829
116.4741355,39.9071101667,0.00565888888889,56.9029761212
116.474135167,39.9071105,0.0596755555556,322.508708204
116.474132667,39.90711,0.251563333333,255.386769014
116.474126833,39.9071093333,0.624021111111,261.526012496
116.474116,39.9071086667,0.980531111111,265.413345409
116.474095833,39.907109,1.91990666667,271.23440742
